LEMMA,PART OF SPEECH,DATE OF USE,FREQUENCY BAND NUMBER,DEFINITION,TYPE OF FORMATION,LANGUAGE OF ORIGIN,USAGE,OBSOLESCENCE,REGIONAL ENGLISH,SUBJECT,DOI,OED URL
tippet-scuffle,noun,1641,0,An ecclesiastical wrangle.,compound,,,Not in use,,religion and belief/religion/Christianity/ecclesiastical,https://doi.org/10.1093/OED/4616811500,http://www.oed.com/dictionary/tippet-scuffle_n
goingly,adverb,a1642,0,At a walking pace.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1108976178,http://www.oed.com/dictionary/goingly_adv
amound,verb,1642,0,intransitive. To amount to something.,variant,,,Not in use,,,https://doi.org/10.1093/OED/6351600970,http://www.oed.com/dictionary/amound_v
anti-pent-agonist,noun,1642,0,Each of five individuals holding an opposing view…,derivative,,,Not in use,,religion and belief/religion/Christianity/ecclesiastical,https://doi.org/10.1093/OED/9584382353,http://www.oed.com/dictionary/anti-pent-agonist_n
China-metalled,adjective,1642,0,"Resembling porcelain in its fineness, delicacy…",derivative,,,Not in use,,crafts and trades/ceramics,https://doi.org/10.1093/OED/4198426719,http://www.oed.com/dictionary/china-metalled_adj
compriest,noun,1642,0,A fellow-priest; a compresbyter.,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/2633142585,http://www.oed.com/dictionary/compriest_n
cordiloquy,noun,1642,0,The action or practice of speaking from the heart.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3672717726,http://www.oed.com/dictionary/cordiloquy_n
councilist,noun,1642-,0,A supporter or advocate of a council or councils…,derivative,,historical,In current use,,,https://doi.org/10.1093/OED/4570882764,http://www.oed.com/dictionary/councilist_n
incube,verb,1642,0,transitive. To infix like a cube.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/1164822930,http://www.oed.com/dictionary/incube_v
prelateity,noun,1642,0,The essential quality or essence of being a prelate.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/8161053021,http://www.oed.com/dictionary/prelateity_n
stall-epistle,noun,1642,0,An ‘open letter’ or pamphlet sold on the stalls.,compound,,,Not in use,,,https://doi.org/10.1093/OED/1510772291,http://www.oed.com/dictionary/stall-epistle_n
utrality,noun,1642,0,Tendency to favour both sides; inclination…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/7891711446,http://www.oed.com/dictionary/utrality_n
viraginian,"adjective, noun",1642-,1,"Designating a violent, overbearing, or…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/2224391349,http://www.oed.com/dictionary/viraginian_adj
wit-rack,noun,1642,0,A faculty of eliciting speech by wit (as a rack…,compound,,,Not in use,,,https://doi.org/10.1093/OED/2692681748,http://www.oed.com/dictionary/wit-rack_n
amebly,noun,a1643,0,Perhaps: an amiable or friendly person.,variant,,,Not in use,,,https://doi.org/10.1093/OED/9544691872,http://www.oed.com/dictionary/amebly_n
long box,noun,a1643,0,A box used to transport the wares of a hawker of books.,compound,,,Not in use,,,https://doi.org/10.1093/OED/4094828527,http://www.oed.com/dictionary/long-box_n
Prester-Johnian,adjective,a1643,0,Of or relating to Prester John.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7444949207,http://www.oed.com/dictionary/prester-johnian_adj
jewel-darling,adjective,1643,0,That is as precious or highly prized as a jewel.,compound,,,Not in use,,,https://doi.org/10.1093/OED/3181170092,http://www.oed.com/dictionary/jewel-darling_adj
well-woulder,noun,1643,0,A conditional or would-be well-wisher. Cf…,compound,,,Not in use,,,https://doi.org/10.1093/OED/1552254212,http://www.oed.com/dictionary/well-woulder_n
elapse,verb,a1644-,5,"intransitive. Of time, a period of time: To slip…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/2249440603,http://www.oed.com/dictionary/elapse_v
noforsooth,verb,a1644,0,transitive. To waste or squander away (one's…,compound,,,Not in use,,,https://doi.org/10.1093/OED/1099505279,http://www.oed.com/dictionary/noforsooth_v
inquisiturient,adjective,1644,0,Desirous of making inquisition; eager to play the…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/1122597846,http://www.oed.com/dictionary/inquisiturient_adj
thesmophilist,noun,1644-,0,A lover of law.,borrowing,,,In current use,,law,https://doi.org/10.1093/OED/5085660599,http://www.oed.com/dictionary/thesmophilist_n
biasing,noun,1645-,3,The action or fact of exerting an influence on a…,derivative,,,In current use,,,https://doi.org/10.1093/OED/3172212710,http://www.oed.com/dictionary/biasing_n
cabal,verb,1645-,3,intransitive. To join together or meet with…,borrowing,,disparaging,In current use,,,https://doi.org/10.1093/OED/4604434486,http://www.oed.com/dictionary/cabal_v
commentiter,noun,1645,0,"A deviser of lies, a liar.",borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2992093413,http://www.oed.com/dictionary/commentiter_n
cored,adjective,1645-,4,"Having a core, esp. of a specified kind…",derivative,,,In current use,,,https://doi.org/10.1093/OED/9807533026,http://www.oed.com/dictionary/cored_adj
prerogativeship,noun,1645,0,With possessive adjective: a mock title of…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7692068449,http://www.oed.com/dictionary/prerogativeship_n
synodicate,verb,1645,0,transitive. To give out as by synodal authority.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/2656662432,http://www.oed.com/dictionary/synodicate_v
wouldingness,noun,1645,0,"Desire, inclination.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1018634731,http://www.oed.com/dictionary/wouldingness_n
elusory,adjective,1646-,2,"Tending to elude (a danger, argument, law, etc.)…",borrowing,,,In current use,,,https://doi.org/10.1093/OED/3112260081,http://www.oed.com/dictionary/elusory_adj
equivalence,verb,1646,0,"transitive. To balance, serve as equipoise to.",conversion,,,Not in use,,,https://doi.org/10.1093/OED/5962723282,http://www.oed.com/dictionary/equivalence_v
pennish,adjective,1646,0,Relating to a pen or to writing.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5600017412,http://www.oed.com/dictionary/pennish_adj
writing dust,noun,1646-,0,"Sand, pounce (pounce, n.³ 1) or another powdery…",compound,,historical,In current use,,,https://doi.org/10.1093/OED/9696048357,http://www.oed.com/dictionary/writing-dust_n
coach-match,noun,1647,0,A chariot race.,compound,,,Not in use,,sport and leisure/sport,https://doi.org/10.1093/OED/6755448438,http://www.oed.com/dictionary/coach-match_n
compolitize,verb,1647,0,transitive. To combine in citizenship.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7300621818,http://www.oed.com/dictionary/compolitize_v
corrayned,adjective,1647,0,Apparently: altogether ruined.,variant,,,Not in use,,,https://doi.org/10.1093/OED/8771488036,http://www.oed.com/dictionary/corrayned_adj
cupiscence,noun,1647,0,"= concupiscence, n.",shortening,,,Not in use,,,https://doi.org/10.1093/OED/7759156932,http://www.oed.com/dictionary/cupiscence_n
dehomination,noun,1647,0,Deprival of the character or attributes of humanity.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/9620488127,http://www.oed.com/dictionary/dehomination_n
discommonwealthing,noun,1647,0,An instance of being cut off from the…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9973995795,http://www.oed.com/dictionary/discommonwealthing_n
discribe,verb,1647,0,transitive. To dissolve (a body or organization)…,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/5389588299,http://www.oed.com/dictionary/discribe_v2
duable,adjective,1647,0,Divisible into two.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/4013175183,http://www.oed.com/dictionary/duable_adj
ear guard,noun,1647-,2,A protector for the ear. Chiefly in plural.,compound,,,In current use,,crafts and trades/costume/hats,https://doi.org/10.1093/OED/3020722211,http://www.oed.com/dictionary/ear-guard_n
gnat-sin,noun,1647-,0,A trivial sin (in reference to Matthew 23: 24).,compound,,,In current use,,,https://doi.org/10.1093/OED/6785535540,http://www.oed.com/dictionary/gnat-sin_n
now,verb,1647,0,transitive. In to now and then (something): to…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/8282791961,http://www.oed.com/dictionary/now_v2
overturcased,adjective,1647,0,Covered with turquoises.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6787828069,http://www.oed.com/dictionary/overturcased_adj
own-litter-loving,adjective,1647,0,(Perhaps) that has strong feelings of affection…,compound,,,Not in use,,,https://doi.org/10.1093/OED/1022053906,http://www.oed.com/dictionary/own-litter-loving_adj
par-rational,adjective,1647,0,Equally rational or reasonable.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/3814084833,http://www.oed.com/dictionary/par-rational_adj
perquisquilian,adjective,1647,0,Thoroughly trifling or worthless.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/6761644204,http://www.oed.com/dictionary/perquisquilian_adj
questionful,noun,1647,0,A full reply to a question.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7570458896,http://www.oed.com/dictionary/questionful_n
temporizement,noun,1647,0,"= temporization, n. 1.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/4936145137,http://www.oed.com/dictionary/temporizement_n
traitorology,noun,1647,0,A roll or register of traitors.,compound,,,Not in use,,,https://doi.org/10.1093/OED/9804941879,http://www.oed.com/dictionary/traitorology_n
transclout,verb,1647,0,transitive. To transform or disfigure with clouts…,derivative,,,Not in use,,crafts and trades/costume,https://doi.org/10.1093/OED/9774889635,http://www.oed.com/dictionary/transclout_v
transtime,verb,1647,0,transitive. To change as to time.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7194887144,http://www.oed.com/dictionary/transtime_v
triable,adjective,1647,0,Divisible into three.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/9926709890,http://www.oed.com/dictionary/triable_adj2
carrionere,noun,1648,0,"A holder or dispenser of carrion, or of that…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1188320318,http://www.oed.com/dictionary/carrionere_n
counter-band,verb,1648-,0,transitive. To band or form again (a disbanded army).,derivative,,,In current use,,,https://doi.org/10.1093/OED/5396446131,http://www.oed.com/dictionary/counter-band_v
defeud,noun,1648,0,= Feud.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/6542654112,http://www.oed.com/dictionary/defeud_n
navarchy,noun,1648-,1,Ancient Greek History. The office or position of…,borrowing,,,In current use,,"history/ancient history/classical history/ancient Greek history, transport/nautical/navy",https://doi.org/10.1093/OED/6957333129,http://www.oed.com/dictionary/navarchy_n
over-bark,verb,1648,0,transitive. To bark louder than. (In quot. 1648…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5636090577,http://www.oed.com/dictionary/over-bark_v
over-leaven,adjective,1648,0,Having an excess of leaven.,conversion,,,Not in use,,,https://doi.org/10.1093/OED/2453613614,http://www.oed.com/dictionary/over-leaven_adj
prance,noun,1648-,3,The action of prancing; an instance of this; a…,conversion,,,In current use,,,https://doi.org/10.1093/OED/1176404296,http://www.oed.com/dictionary/prance_n
publican,verb,1648,0,transitive. To treat or regard as a publican…,conversion,,,Not in use,,,https://doi.org/10.1093/OED/7548438424,http://www.oed.com/dictionary/publican_v
scouress,noun,1648-,0,A female scourer.,derivative,,,In current use,,,https://doi.org/10.1093/OED/5241840825,http://www.oed.com/dictionary/scouress_n
zonulet,noun,1648,0,A little zone or girdle.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2866731143,http://www.oed.com/dictionary/zonulet_n
fiction,verb,a1649-,0,"transitive. To imagine, hypothesize, or invent…",conversion,,,In current use,,arts/literature,https://doi.org/10.1093/OED/5943592227,http://www.oed.com/dictionary/fiction_v
leap-skip,adjective,a1649,0,Applied to the knight's move in chess.,compound,,,Not in use,,sport and leisure/games/board games/chess,https://doi.org/10.1093/OED/8572485151,http://www.oed.com/dictionary/leap-skip_adj
linguister,noun,a1649-,2,"An interpreter, a translator. Cf. linguist, n. 5.",variant,,archaic,In current use,North American English/U.S. English,,https://doi.org/10.1093/OED/7582377665,http://www.oed.com/dictionary/linguister_n
archpresbytery,noun,1649,0,‘The absolute dominion of presbytery’ (Todd)…,compound,,,Not in use,,religion and belief/religion/Christianity/Scottish Church,https://doi.org/10.1093/OED/8794209274,http://www.oed.com/dictionary/archpresbytery_n
blind beetledness,noun,1649,0,"The quality of being extremely deluded, ignorant…",compound,,,Not in use,,,https://doi.org/10.1093/OED/8781319935,http://www.oed.com/dictionary/blind-beetledness_n
courtshipment,noun,1649,0,"Flattery. Cf. courtship, n. I.2.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/1018680875,http://www.oed.com/dictionary/courtshipment_n
dinner-doctrine,noun,1649,0,Theological doctrine motivated only by material…,compound,,,Not in use,,,https://doi.org/10.1093/OED/1025437086,http://www.oed.com/dictionary/dinner-doctrine_n
puppet-play,verb,1649,0,transitive (in passive). To be manoeuvred into an…,compound,,,Not in use,,,https://doi.org/10.1093/OED/7854762669,http://www.oed.com/dictionary/puppet-play_v
superannuate,verb,1649-,3,transitive. To make (something) antiquated or…,borrowing,,,In current use,,,https://doi.org/10.1093/OED/9655796879,http://www.oed.com/dictionary/superannuate_v
whole-steal,noun,1649,0,"Theft of something in its entirety, or on a large…",compound,,,Not in use,,,https://doi.org/10.1093/OED/4634519064,http://www.oed.com/dictionary/whole-steal_n
centireligious,adjective,1650,0,Of a hundred religions.,compound,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/2821950079,http://www.oed.com/dictionary/centireligious_adj
condunghill,verb,1650,0,transitive. To make like a dunghill.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/7953505933,http://www.oed.com/dictionary/condunghill_v
contruth,verb,1650,0,"intransitive. To be true together, agree in truth.",derivative,,,Not in use,,,https://doi.org/10.1093/OED/3525101784,http://www.oed.com/dictionary/contruth_v
distime,verb,1650,0,transitive. ? To put out of time; to mistime.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4903921891,http://www.oed.com/dictionary/distime_v
march panado,verb,1650,0,"transitive. To mould (a thing), in the manner of…",derivative,,,Not in use,,,https://doi.org/10.1093/OED/5185833198,http://www.oed.com/dictionary/march-panado_v
over-dubbed,adjective,1650,0,Of a person: having had too many titles conferred…,derivative,,,Not in use,,,https://doi.org/10.1093/OED/5815859209,http://www.oed.com/dictionary/over-dubbed_adj1
plenorderly,adverb,1650,0,Under the orders or authority of all.,compound,,,Not in use,,,https://doi.org/10.1093/OED/7171073745,http://www.oed.com/dictionary/plenorderly_adv
pluranimous,adjective,1650,0,Not unanimous.,borrowing,,,Not in use,,,https://doi.org/10.1093/OED/2491094302,http://www.oed.com/dictionary/pluranimous_adj
preterpluparenthetical,adjective,1650,0,Favouring or tending to use parenthesis.,compound,,humorous,Not in use,,,https://doi.org/10.1093/OED/1053821370,http://www.oed.com/dictionary/preterpluparenthetical_adj
rementimutation,noun,1650,0,A second or new change of mind.,derivative,,,Not in use,,,https://doi.org/10.1093/OED/4310815136,http://www.oed.com/dictionary/rementimutation_n
templize,verb,1650,0,intransitive. To assume the form or character of…,derivative,,,Not in use,,religion and belief/religion,https://doi.org/10.1093/OED/9576630092,http://www.oed.com/dictionary/templize_v
