tier,lemma,crossword_form,length,pos,date,first_year,evidence,formation,band,usage,subject,definition,other_current_oed_forms,oed_homograph_number,url
"1 - single year of evidence, form unique",zeal-scoffing,ZEALSCOFFING,12,adjective,1605,1605,printed date range,compound,0,,religion and belief/religion,That ridicules or derides religious devotion or zeal.,0,,http://www.oed.com/dictionary/zeal-scoffing_adj
"1 - single year of evidence, form unique",almsbasket man,ALMSBASKETMAN,13,noun,a1634,1634,printed date range,compound,0,,,"= almsman, n. 1.",0,,http://www.oed.com/dictionary/almsbasket-man_n
"1 - single year of evidence, form unique",anti-conductor,ANTICONDUCTOR,13,noun,1779,1779,printed date range,derivative,0,,,In a frictional electrostatic machine: a glass…,0,,http://www.oed.com/dictionary/anti-conductor_n
"1 - single year of evidence, form unique",broker between,BROKERBETWEEN,13,noun,1609,1609,printed date range,compound,0,,,An intermediary in romantic or sexual relationships.,0,,http://www.oed.com/dictionary/broker-between_n
"1 - single year of evidence, form unique",bumdockdousse,BUMDOCKDOUSSE,13,noun,1653,1653,printed date range,compound,0,,sport and leisure/games,Apparently: a children's game in which three…,0,,http://www.oed.com/dictionary/bumdockdousse_n
"1 - single year of evidence, form unique",caravanserial,CARAVANSERIAL,13,adjective,1864,1864,printed date range,derivative,0,,,Resembling or reminiscent of a caravanserai.,0,,http://www.oed.com/dictionary/caravanserial_adj
"1 - single year of evidence, form unique",card gospeller,CARDGOSPELLER,13,noun,1550,1550,printed date range,compound,0,,"religion and belief/religion/Christianity, sport and leisure/games/cards, sport and leisure/games/gambling","A professed Christian who gambles at cards, as a…",0,,http://www.oed.com/dictionary/card-gospeller_n
"1 - single year of evidence, form unique",catapresbyter,CATAPRESBYTER,13,noun,1659,1659,printed date range,derivative,0,,,A presbyter catachrestically so called; or an…,0,,http://www.oed.com/dictionary/catapresbyter_n
"1 - single year of evidence, form unique",China-metalled,CHINAMETALLED,13,adjective,1642,1642,printed date range,derivative,0,,crafts and trades/ceramics,"Resembling porcelain in its fineness, delicacy…",0,,http://www.oed.com/dictionary/china-metalled_adj
"1 - single year of evidence, form unique",coal-carrierly,COALCARRIERLY,13,adjective,1606,1606,printed date range,derivative,0,,,"Servile, low.",0,,http://www.oed.com/dictionary/coal-carrierly_adj
"1 - single year of evidence, form unique",collectionize,COLLECTIONIZE,13,verb,1859,1859,printed date range,derivative,0,,,transitive. To gather or collect (things); to put…,0,,http://www.oed.com/dictionary/collectionize_v
"1 - single year of evidence, form unique",confectioness,CONFECTIONESS,13,noun,1640,1640,printed date range,derivative,0,,consumables/food and cooking,A female confectioner.,0,,http://www.oed.com/dictionary/confectioness_n
"1 - single year of evidence, form unique",counter-footed,COUNTERFOOTED,13,adjective,1556,1556,printed date range,derivative,0,,,"A transl. of Greek ἀντίποδες antipodes, n. & adv.",0,,http://www.oed.com/dictionary/counter-footed_adj
"1 - single year of evidence, form unique",counter-plight,COUNTERPLIGHT,13,noun,1625,1625,printed date range,derivative,0,,,A fold in the opposite direction.,0,,http://www.oed.com/dictionary/counter-plight_n
"1 - single year of evidence, form unique",counter-walker,COUNTERWALKER,13,noun,1625,1625,printed date range,derivative,0,,,One who walks on the opposite side; in plural =…,0,,http://www.oed.com/dictionary/counter-walker_n
"1 - single year of evidence, form unique",courtshipment,COURTSHIPMENT,13,noun,1649,1649,printed date range,derivative,0,,,"Flattery. Cf. courtship, n. I.2.",0,,http://www.oed.com/dictionary/courtshipment_n
"1 - single year of evidence, form unique",crochetolatry,CROCHETOLATRY,13,noun,1859,1859,printed date range,compound,0,,,Intense or excessive devotion to crocheting.,0,,http://www.oed.com/dictionary/crochetolatry_n
"1 - single year of evidence, form unique",demoniculture,DEMONICULTURE,13,noun,1879,1879,printed date range,compound,0,,religion and belief/religion,Worship of demons.,0,,http://www.oed.com/dictionary/demoniculture_n
"1 - single year of evidence, form unique",despotomaniac,DESPOTOMANIAC,13,noun,1825,1825,printed date range,compound,0,,politics,One who has a mania in favour of despots…,0,,http://www.oed.com/dictionary/despotomaniac_n
"1 - single year of evidence, form unique",disarithmetic,DISARITHMETIC,13,verb,1606,1606,printed date range,derivative,0,,,transitive. Perhaps: to exclude from an…,0,,http://www.oed.com/dictionary/disarithmetic_v
"1 - single year of evidence, form unique",discompensate,DISCOMPENSATE,13,verb,1705,1705,printed date range,derivative,0,,,transitive. To remove (a compensation); to…,0,,http://www.oed.com/dictionary/discompensate_v
"1 - single year of evidence, form unique",disghibelline,DISGHIBELLINE,13,verb,1672,1672,printed date range,derivative,0,,,"transitive. To distinguish, as a Guelph from a…",0,,http://www.oed.com/dictionary/disghibelline_v
"1 - single year of evidence, form unique",dispersuasion,DISPERSUASION,13,noun,1653,1653,printed date range,derivative,0,,,Want of persuasion or feeling of certainty.,0,,http://www.oed.com/dictionary/dispersuasion_n
"1 - single year of evidence, form unique",dissubjection,DISSUBJECTION,13,noun,1672,1672,printed date range,derivative,0,,,The opposite of subjection; disobedience.,0,,http://www.oed.com/dictionary/dissubjection_n
"1 - single year of evidence, form unique",disuniversity,DISUNIVERSITY,13,verb,1665,1665,printed date range,derivative,0,,,transitive. To deprive of a university.,0,,http://www.oed.com/dictionary/disuniversity_v
"1 - single year of evidence, form unique",enquerouresse,ENQUEROURESSE,13,noun,c1430,1430,printed date range,borrowing,0,,,A female inquisitor.,0,,http://www.oed.com/dictionary/enquerouresse_n
"1 - single year of evidence, form unique",faggoty-minded,FAGGOTYMINDED,13,adjective,1856,1856,printed date range,derivative,0,,religion and belief/religion,Inclined towards harsh punishment for those who…,0,,http://www.oed.com/dictionary/faggoty-minded_adj
"1 - single year of evidence, form unique",figure-servant,FIGURESERVANT,13,noun,1850,1850,printed date range,compound,0,,,A commercial clerk.,0,,http://www.oed.com/dictionary/figure-servant_n
"1 - single year of evidence, form unique",fine-ladically,FINELADICALLY,13,adverb,1811,1811,printed date range,derivative,0,,,In the manner of a fine lady.,0,,http://www.oed.com/dictionary/fine-ladically_adv
"1 - single year of evidence, form unique",flantitanting,FLANTITANTING,13,adjective,1596,1596,printed date range,compound,0,,,Flaunting.,0,,http://www.oed.com/dictionary/flantitanting_adj
"1 - single year of evidence, form unique",foster-feeling,FOSTERFEELING,13,noun,1784,1784,printed date range,compound,0,,,"One who ‘fosters feeling’, a sentimental person.",0,,http://www.oed.com/dictionary/foster-feeling_n
"1 - single year of evidence, form unique",gone cooniness,GONECOONINESS,13,noun,1883,1883,printed date range,derivative,0,colloquial and slang,,The quality or state of being a ‘gone coon’.,0,,http://www.oed.com/dictionary/gone-cooniness_n
"1 - single year of evidence, form unique",hobber-nobbers,HOBBERNOBBERS,13,adverb,1789,1789,printed date range,variant,0,,,Perhaps (with reference to drinking together)…,0,,http://www.oed.com/dictionary/hobber-nobbers_adv
"1 - single year of evidence, form unique",husbandically,HUSBANDICALLY,13,adverb,1654,1654,printed date range,derivative,0,,,With regard to a husband.,0,,http://www.oed.com/dictionary/husbandically_adv
"1 - single year of evidence, form unique",hyperochality,HYPEROCHALITY,13,noun,1637,1637,printed date range,borrowing,0,,religion and belief/religion,"Eminence, distinguished position.",0,,http://www.oed.com/dictionary/hyperochality_n
"1 - single year of evidence, form unique",instabulation,INSTABULATION,13,noun,1654,1654,printed date range,borrowing,0,,,Installment as in a stable.,0,,http://www.oed.com/dictionary/instabulation_n
"1 - single year of evidence, form unique",intellectuate,INTELLECTUATE,13,noun,1600,1600,printed date range,borrowing,0,,,Intellectual character or position.,0,,http://www.oed.com/dictionary/intellectuate_n
"1 - single year of evidence, form unique",intronificate,INTRONIFICATE,13,verb,1653,1653,printed date range,borrowing,0,,,transitive. To enthrone.,0,,http://www.oed.com/dictionary/intronificate_v
"1 - single year of evidence, form unique",justice-height,JUSTICEHEIGHT,13,adverb,1614,1614,printed date range,compound,0,,,"At or to the level of a justice (justice, n. II.5).",0,,http://www.oed.com/dictionary/justice-height_adv
"1 - single year of evidence, form unique",maiden-widowed,MAIDENWIDOWED,13,adjective,1599,1599,printed date range,compound,0,,,Widowed while still a maiden.,0,,http://www.oed.com/dictionary/maiden-widowed_adj
"1 - single year of evidence, form unique",marquetrizing,MARQUETRIZING,13,adjective,1610,1610,printed date range,derivative,0,,,That works in marquetry (in quot. 1610 figurative).,0,,http://www.oed.com/dictionary/marquetrizing_adj
"1 - single year of evidence, form unique",melancholy hat,MELANCHOLYHAT,13,noun,1614,1614,printed date range,compound,0,,crafts and trades/costume/hats,(Probably) a mourning hat (but cf. quot. 1598 at…,0,,http://www.oed.com/dictionary/melancholy-hat_n
"1 - single year of evidence, form unique",meretriculate,MERETRICULATE,13,verb,1611,1611,printed date range,blend,0,,,transitive. To deceive in the manner of a prostitute.,0,,http://www.oed.com/dictionary/meretriculate_v
"1 - single year of evidence, form unique",Methusalemess,METHUSALEMESS,13,noun,1790,1790,printed date range,derivative,0,,,A very old or long-lived woman.,0,,http://www.oed.com/dictionary/methusalemess_n
"1 - single year of evidence, form unique",metonomatosis,METONOMATOSIS,13,noun,1838,1838,printed date range,borrowing,0,,,A change of name.,0,,http://www.oed.com/dictionary/metonomatosis_n
"1 - single year of evidence, form unique",millionocracy,MILLIONOCRACY,13,noun,1860,1860,printed date range,compound,0,,,"Millionaires regarded as a distinct, esp…",0,,http://www.oed.com/dictionary/millionocracy_n
"1 - single year of evidence, form unique",misepiscopist,MISEPISCOPIST,13,noun,1659,1659,printed date range,borrowing,0,,,A hater of bishops.,0,,http://www.oed.com/dictionary/misepiscopist_n
"1 - single year of evidence, form unique",motive-grinder,MOTIVEGRINDER,13,noun,1834,1834,printed date range,compound,0,,,A person who laboriously or sophistically…,0,,http://www.oed.com/dictionary/motive-grinder_n
"1 - single year of evidence, form unique",mousetrap-line,MOUSETRAPLINE,13,noun,1678,1678,printed date range,compound,0,,,A line written to ensnare a person.,0,,http://www.oed.com/dictionary/mousetrap-line_n
"1 - single year of evidence, form unique",murrain-strike,MURRAINSTRIKE,13,verb,1613,1613,printed date range,compound,0,,,transitive. To infect with murrain.,0,,http://www.oed.com/dictionary/murrain-strike_v
"1 - single year of evidence, form unique",nebulochaotic,NEBULOCHAOTIC,13,adjective,1881,1881,printed date range,compound,0,,,Hazily confused.,0,,http://www.oed.com/dictionary/nebulochaotic_adj
"1 - single year of evidence, form unique",needle-spitter,NEEDLESPITTER,13,noun,1805,1805,printed date range,compound,0,,,A person who snaps or is sharp in speech.,0,,http://www.oed.com/dictionary/needle-spitter_n
"1 - single year of evidence, form unique",nephelosphere,NEPHELOSPHERE,13,noun,1883,1883,printed date range,compound,0,,sciences/physical sciences/astronomy,A cloudy atmosphere surrounding a planet or other…,0,,http://www.oed.com/dictionary/nephelosphere_n
"1 - single year of evidence, form unique",nightingalize,NIGHTINGALIZE,13,verb,1799,1799,printed date range,derivative,0,,arts/performing arts/music,intransitive. To sing like a nightingale.,0,,http://www.oed.com/dictionary/nightingalize_v
"1 - single year of evidence, form unique",nimble-fingers,NIMBLEFINGERS,13,noun,1781,1781,printed date range,compound,0,,arts/performing arts/conjuring,(Applied to) a juggler.,0,,http://www.oed.com/dictionary/nimble-fingers_n
"1 - single year of evidence, form unique",non-surrective,NONSURRECTIVE,13,adjective,1668,1668,printed date range,borrowing,0,,sciences/medicine,Incapable of getting up.,0,,http://www.oed.com/dictionary/non-surrective_adj
"1 - single year of evidence, form unique",nothingousian,NOTHINGOUSIAN,13,noun,1791,1791,printed date range,compound,0,,religion and belief/religion,A person who has no opinion concerning the Second…,0,,http://www.oed.com/dictionary/nothingousian_n
"1 - single year of evidence, form unique",omni-versifier,OMNIVERSIFIER,13,noun,1833,1833,printed date range,compound,0,,,A writer of very large quantities of verse.,0,,http://www.oed.com/dictionary/omni-versifier_n
"1 - single year of evidence, form unique",organomorphic,ORGANOMORPHIC,13,adjective,1886,1886,printed date range,compound,0,,,"(Perhaps) taking the form, or representing as, an…",0,,http://www.oed.com/dictionary/organomorphic_adj
"1 - single year of evidence, form unique",ornithotrophe,ORNITHOTROPHE,13,noun,1826,1826,printed date range,,0,,,(J. F. M. Dovaston's name for) a place to which…,0,,http://www.oed.com/dictionary/ornithotrophe_n
"1 - single year of evidence, form unique",ororotundoism,OROROTUNDOISM,13,noun,1840,1840,printed date range,derivative,0,,,"= orotundity, n.",0,,http://www.oed.com/dictionary/ororotundoism_n
"1 - single year of evidence, form unique",papa-prelatist,PAPAPRELATIST,13,noun,1816,1816,printed date range,derivative,0,,religion and belief/religion,A supporter of prelates who behave papally.,0,,http://www.oed.com/dictionary/papa-prelatist_n
"1 - single year of evidence, form unique",park-keeperess,PARKKEEPERESS,13,noun,1852,1852,printed date range,derivative,0,,agriculture and horticulture/horticulture,A female park-keeper; a park-keeper's wife.,0,,http://www.oed.com/dictionary/park-keeperess_n
"1 - single year of evidence, form unique",peacockically,PEACOCKICALLY,13,adverb,1834,1834,printed date range,derivative,0,,,"= peacockishly, adv.",0,,http://www.oed.com/dictionary/peacockically_adv
"1 - single year of evidence, form unique",pedometrician,PEDOMETRICIAN,13,noun,1827,1827,printed date range,derivative,0,,,A person who makes pedometers.,0,,http://www.oed.com/dictionary/pedometrician_n
"1 - single year of evidence, form unique",percunctorily,PERCUNCTORILY,13,adverb,1615,1615,printed date range,borrowing,0,,,Lazily; in a dilatory manner.,0,,http://www.oed.com/dictionary/percunctorily_adv
"1 - single year of evidence, form unique",philodendrist,PHILODENDRIST,13,noun,1870,1870,printed date range,borrowing,0,,sciences/life sciences/plants,A lover of trees.,0,,http://www.oed.com/dictionary/philodendrist_n
